constituency_code,constituency_name,region_name,winning_party,eligible_voters,valid_votes,conservative_votes,labour_votes,libdem_votes,conservative_vote_share,labour_vote_share,libdem_vote_share,aged_15_years_and_under,aged_16_to_24_years,aged_25_to_34_years,aged_35_to_49_years,aged_50_years_and_over,eco_not_applicable,eco_active_employed,eco_active_unemployed,eco_inactive,eth_asian,eth_black,eth_mixed,eth_white,eth_other,pop_50plus_40percent,pop_white_90percent
E14001178,Congleton,North West,Lab,74243,50125,15488,18875,2785,0.30898753117206984,0.3765586034912718,0.05556109725685786,0.17212257432793307,0.07649768559729393,0.11106907601922734,0.1805790457539612,0.4597316183015845,0.17212257432793307,0.4764554032401638,0.015833630051628984,0.33558839238027416,0.012005830449634484,0.0033380436838650095,0.013196399363546338,0.9679547806348959,0.00350494586805826,yes,yes
E14001179,Corby and East Northamptonshire,East Midlands,Lab,78770,49589,14689,21020,2191,0.2962148863659279,0.4238843291859082,0.044183185787170544,0.2000891991800537,0.09204669234002041,0.13390169221136775,0.19886271045431544,0.37509970581424273,0.20008748306087792,0.5017496612175584,0.02047275159956773,0.27769010412199596,0.01809760699888498,0.024907796552019898,0.017274208765760357,0.9316579466506562,0.008062441032678617,no,yes
E14001180,Coventry East,West Midlands,Lab,75773,37014,6240,18308,1227,0.1685848597827849,0.4946236559139785,0.033149619063057224,0.2291303833212154,0.11021119020645576,0.1485855836052823,0.20591467848024214,0.30615816438680443,0.2291303833212154,0.4326102027358347,0.03730068818586091,0.300958725757089,0.20641670541488777,0.10719871496808556,0.03576953967113328,0.6115991038593228,0.03901593608657057,no,no
E14001181,Coventry North West,West Midlands,Lab,75036,42030,8522,19696,1931,0.20275993338091838,0.4686176540566262,0.04594337378063288,0.19420262839034394,0.11432565942771926,0.14699412806412526,0.1968123776680026,0.3476652064498089,0.19420262839034394,0.462345046136639,0.032332929443564175,0.3111193960294529,0.13007167690400515,0.057993978767231814,0.031215338298209477,0.7496807628137612,0.03103824321679234,no,no
E14001182,Coventry South,West Midlands,Lab,76232,42731,10160,20361,2531,0.2377664927102104,0.4764924761882474,0.05923100325290773,0.17129567773398358,0.2317456075890173,0.13932126394548733,0.17228104749816286,0.28535640323334893,0.17129567773398358,0.4122519874407108,0.047297748680606586,0.36915458614469904,0.21332420335359745,0.09868728705992384,0.034663304161934666,0.6135596900260538,0.039765515398490214,no,no
E14001183,Cramlington and Killingworth,North East,Lab,76228,45394,8592,22274,1898,0.18927611578622724,0.49068158787504956,0.041811693175309514,0.1742908333937467,0.0841471876715308,0.1263088124113218,0.1941029650879791,0.4211502014354216,0.1742908333937467,0.4729227295794194,0.025187195128266206,0.3275992418985677,0.017419762420124902,0.0038630032001822755,0.010936545253062958,0.9642905226964383,0.003490166430191493,yes,yes
E14001184,Crawley,South East,Lab,75569,45642,12218,17453,2205,0.2676920380351431,0.3823890276499715,0.048310766399369,0.21034153916265097,0.09854590566531356,0.1571147662731132,0.22444363802081135,0.30955415087811095,0.21034153916265097,0.4970842159452457,0.039234385153553375,0.25333985973854994,0.15389094714455706,0.044989999409247805,0.04084629471783143,0.7337057885275924,0.026566970200771353,no,no
E14001185,Crewe and Nantwich,North West,Lab,78423,47197,11110,20837,2286,0.23539631756255694,0.4414899252071106,0.04843528190351082,0.18145455873758037,0.0912843366452367,0.1426614552893045,0.19605676504967856,0.3885428842781999,0.18145455873758037,0.4896716101694915,0.02382561367621274,0.3050482174167154,0.029752337814143777,0.009013369374634716,0.019880552308591468,0.9290345558153127,0.012319184687317358,no,yes
E14001186,Croydon East,London,Lab,76595,43779,11716,18541,3563,0.2676168939445853,0.42351355672811164,0.08138605267365633,0.20483199970869634,0.10533358822404894,0.13754085078879574,0.204476973354817,0.347816587923642,0.20483199970869634,0.47469754485621435,0.0365221982503573,0.28394825718473204,0.12520596080144925,0.21592884907738663,0.07524738054273516,0.5523299742378313,0.03128783534059772,no,no
E14001187,Croydon South,London,Con,74889,49378,19757,17444,4384,0.40011746121754627,0.35327473773745394,0.08878447891773665,0.19758511480601743,0.08523357086302455,0.13345209817893902,0.21950712589073634,0.36422209026128266,0.19758707033917597,0.49525430774255486,0.027811043260523163,0.279347578657746,0.16407525806866655,0.11088787497896851,0.06913172141450331,0.6283316343194212,0.027573511218440403,no,no
E14001188,Croydon West,London,Lab,77891,38122,6386,20612,3667,0.16751482083836106,0.5406851686690101,0.0961911756990714,0.21777425858958557,0.10833204084797923,0.1780691085116283,0.22878623380651902,0.2670383582442879,0.21777425858958557,0.4806657796135605,0.044562173987575816,0.2569977878092781,0.2312351534248141,0.3056170052978294,0.08047966172257005,0.3329714374341853,0.04969674212060113,no,no
E14001189,Dagenham and Rainham,London,Lab,76475,38867,6926,16571,1033,0.17819744256052691,0.4263514035042581,0.026577816656803973,0.23577822333705253,0.10826251457621999,0.14413469685657,0.21305190392698048,0.298772661303177,0.23577822333705253,0.4501472303084706,0.03669432303420273,0.2773802233202742,0.17644591352203895,0.17536368059866778,0.03946374939176832,0.5801104045369889,0.028616251950536083,no,no
E14001190,Darlington,North East,Lab,70672,42378,14323,16621,1735,0.33798197177780925,0.3922082212468734,0.04094105432063807,0.18420133538777606,0.09407293271700051,0.12714946070878275,0.187211093990755,0.40736517719568566,0.18420322756268684,0.4554335432310553,0.02933774358236859,0.3310254856238893,0.02908093560283105,0.006779730659791061,0.013908720171753177,0.9409649816639103,0.00926563190171445,yes,yes
E14001191,Dartford,South East,Lab,75426,44488,14200,15392,2184,0.3191871965473836,0.3459809386800935,0.0490918899478511,0.2259718304682978,0.0888360084894479,0.1554469363567038,0.22682628788783638,0.3029189367977141,0.2259718304682978,0.5054712837993036,0.02603798201045562,0.242518903721943,0.10333422147903823,0.11047307540357035,0.03189055594858555,0.73314284139249,0.02115930577631591,no,no
E14001192,Daventry,East Midlands,Con,80879,53082,17872,14860,6755,0.33668663577107116,0.2799442372178893,0.127255943634377,0.17693891688254998,0.0853094960192065,0.12006908266195994,0.1881553600743967,0.4295271443618869,0.17693891688254998,0.5011529592621061,0.018817433882768242,0.3030906899725757,0.02061112165496299,0.012953122034541659,0.019197191117859176,0.9427595369140255,0.0044790282786107425,yes,yes
E14001193,Derby North,East Midlands,Lab,71879,40919,9704,18619,1822,0.23715144553874729,0.4550208949387815,0.04452699235074171,0.1819520322368166,0.13482699833391454,0.14263435235770466,0.1919388585377194,0.3486477585338448,0.18195379474015597,0.46493921635104374,0.03142345134886424,0.32168353755993606,0.10969041807121546,0.03420318493548762,0.03358324615444225,0.8019295594560037,0.020593591382850943,no,no
E14001194,Derby South,East Midlands,Lab,72944,37399,5192,14503,1807,0.13882724137009012,0.3877911174095564,0.048316799914436215,0.2248557156839583,0.12054912416888859,0.14846096729555502,0.20425934051098585,0.30187485234061223,0.22485381843954877,0.4185728629648067,0.035319827535290296,0.3212534910603542,0.24106246361281503,0.05502164246479408,0.04476994861496663,0.6148400651383346,0.044305880169089665,no,no
E14001195,Derbyshire Dales,East Midlands,Lab,73324,51272,17409,17759,4860,0.3395420502418474,0.346368388204088,0.09478857856139804,0.15372043299638424,0.07956924248021403,0.09133447515420179,0.16896709988693734,0.5064087494822626,0.15372043299638424,0.47407954685383574,0.015951909191657992,0.35624811095812203,0.009783947162207545,0.002955334154259487,0.011418336505093473,0.972875853576626,0.0029665286018135005,yes,yes
E14001196,Dewsbury and Batley,Yorkshire and The Humber,Other,71685,38070,4182,8707,1340,0.10985027580772262,0.22871027055424217,0.035198318886262146,0.2322457553624082,0.12453506523540635,0.14008749445932664,0.20298136406560158,0.30015032087725724,0.2322479932933116,0.4022567620956474,0.030893165152201356,0.33460207945883963,0.4417934609788296,0.007679929078697592,0.023319232585254923,0.5121462366420305,0.015061140715187374,no,no
E14001197,Didcot and Wantage,South East,LD,80689,54733,15560,8045,21793,0.28428918568322586,0.14698627884457274,0.3981692945754846,0.1976783596000678,0.08201999661074394,0.1427818260558474,0.20767666497203863,0.36984315276130225,0.1976783596000678,0.5302585249204467,0.017247547496657818,0.2548155679828278,0.032612174960929406,0.013773560036905233,0.02146528836920296,0.9241089080946732,0.008040068538289178,no,yes
E14001198,Doncaster Central,Yorkshire and The Humber,Lab,74678,37944,7964,17515,1199,0.20988825637781994,0.4616013071895425,0.03159919881931267,0.1854695595566138,0.09404567627098995,0.14487635659951667,0.19667906221853626,0.37892934535434336,0.1854645978241484,0.45374531835205995,0.02939183163902265,0.33139825218476904,0.05708043517032281,0.021357232031389336,0.02082218655252363,0.8752898163010523,0.025450329944711966,no,no
E14001199,Doncaster East and the Isle of Axholme,Yorkshire and The Humber,Lab,70154,39132,12811,15122,1166,0.32737912705713995,0.3864356536849637,0.029796585914341204,0.17446118043916864,0.0881433009169807,0.1220256839992741,0.1780266233974188,0.4373432112471578,0.17446118043916864,0.45016386092637467,0.021819656906177612,0.3535553017282791,0.017047941330315872,0.005647063847048902,0.011550327188103804,0.9611324017635066,0.0046222658710249045,yes,yes
E14001200,Doncaster North,Yorkshire and The Humber,Lab,69759,31002,7105,16231,1045,0.22917876266047352,0.5235468679440036,0.0337075027417586,0.18931466622549425,0.09570684092977087,0.13056290842915047,0.17369095872280585,0.41072462569277857,0.18931466622549425,0.44287161882703285,0.0280833815865663,0.33973033336090663,0.010619487327963271,0.0069073198978378434,0.011446711267824091,0.9674797588642216,0.0035467226421532637,yes,yes
E14001201,Dorking and Horley,South East,LD,71645,49965,15530,4053,20921,0.3108175723006104,0.08111678174722306,0.41871309916941857,0.1779885945744284,0.0822043383254277,0.10437563289452646,0.1944784949101956,0.44095293929542184,0.1779885945744284,0.4936417417257368,0.020657677343708363,0.3077119863561264,0.035740553216436606,0.01346266588498641,0.025102595533763258,0.9169535788519959,0.00874060651281778,yes,yes
E14001202,Dover and Deal,South East,Lab,76406,47775,10370,18940,2595,0.21705913134484564,0.3964416535845107,0.054317111459968606,0.17761198373967965,0.08670553879289436,0.11877989386163204,0.17075276745607482,0.44614981614971916,0.17761198373967965,0.4368554325575078,0.0268450515653954,0.35868753213741716,0.021635151785627662,0.007518942885139658,0.014911761567044716,0.9469987290561058,0.008935414706082096,yes,yes
E14001203,Droitwich and Evesham,West Midlands,Con,76624,49609,19975,10980,5131,0.4026487129351529,0.22133080691003648,0.10342881332016368,0.16820450467234735,0.08283733563437043,0.11599972544443682,0.17978486610513517,0.45317356814371024,0.16820450467234735,0.48518870792190855,0.018709000519694458,0.32789778688604965,0.012364805899022386,0.0036476667679907434,0.012080444780012354,0.9666120824058911,0.005295000147083337,yes,yes
E14001204,Dudley,West Midlands,Lab,70151,35796,10315,12215,1056,0.2881606883450665,0.3412392446083361,0.02950050284948039,0.20564088851916773,0.09918100161422898,0.13986353327985582,0.18552739732810442,0.3697871792586431,0.2056429250514974,0.4332217556647124,0.0334138805260656,0.3277214387577246,0.10909415015300514,0.042801826158432116,0.03343335611079751,0.8022123849985641,0.012458282579201204,no,no
E14001205,Dulwich and West Norwood,London,Lab,79894,45378,3873,27356,3485,0.08534972894354093,0.6028471946758341,0.07679933007184098,0.18935397428595438,0.10437811038178915,0.19913913035359146,0.22871868610003643,0.2784100988786286,0.18935574229691876,0.5340336134453781,0.0419047619047619,0.23470588235294118,0.06410771141259185,0.253424337774624,0.08531199521946574,0.5488931009047534,0.048262854688565,no,no
E14001206,Dunstable and Leighton Buzzard,East of England,Lab,76742,46045,14309,14976,6497,0.310761211857965,0.3252470409382126,0.14110109675317625,0.20281157970772906,0.0849493434090867,0.14654294234224222,0.2093404456298272,0.3563556889111148,0.20281157970772906,0.5095478876108981,0.02351317812227964,0.2641273545590932,0.043508057047601405,0.03813669197999629,0.03448786812372662,0.8727449527690313,0.011122430079644379,no,no
W07000096,Dwyfor Meirionnydd,Wales,Other,73040,40395,4712,5912,1381,0.11664810001237777,0.1463547468746132,0.0341873994306226,0.16792091364218503,0.08403983954106203,0.1066692069137057,0.16069179394362768,0.48067824595941955,0.16792091364218503,0.4509785243281576,0.021634437282359042,0.35946612474729833,0.005567374760528794,0.0015347325860773293,0.009102551889837954,0.9818584023962997,0.0019369383672562157,yes,yes
E14001207,Ealing Central and Acton,London,Lab,78436,47769,8345,22340,6056,0.17469488580460132,0.4676673156231029,0.1267767799200318,0.17146179753220667,0.11780164016129763,0.1972271306238956,0.23690211891924545,0.27660731276335465,0.17146179753220667,0.5110401280715268,0.04293718756135502,0.2745608868349116,0.15970428767764638,0.10713908144926224,0.06486641596061196,0.5570658329935209,0.11122438191895852,no,no
E14001208,Ealing North,London,Lab,74820,43232,8144,20663,2543,0.18837897853441896,0.4779561435973353,0.05882216876387861,0.20835812016656752,0.10865243119696923,0.1457152697329284,0.2302670716052475,0.30700710729828734,0.20835812016656752,0.46484705219324335,0.03969285199912333,0.28710197564106577,0.2681283070853815,0.13261216694323555,0.054846739096402516,0.4320501581139046,0.1123626287610758,no,no
E14001209,Ealing Southall,London,Lab,78669,46816,7207,23000,2832,0.1539430963773069,0.491285030758715,0.06049213943950786,0.20319130198075291,0.10701990360442587,0.1496213031016317,0.23868312757201646,0.3014843637411731,0.20319130198075291,0.45138588653504347,0.04308177611247218,0.30234103537173146,0.4688513302535608,0.09340197436369604,0.039415216851746586,0.3067869752844253,0.09154450324657129,no,no
E14001210,Earley and Woodley,South East,Lab,73548,45914,17361,18209,6142,0.3781199634098532,0.39658927560221285,0.13377183429890666,0.2053634772738022,0.12331268031972757,0.13101262829305207,0.219987702785792,0.32032351132762615,0.20536541990654028,0.49369998297292694,0.027309533269008836,0.2736250638515239,0.19591539436593072,0.045358230697920804,0.039748756077719126,0.6953856632044951,0.0235919556539342,no,no
E14001211,Easington,North East,Lab,69395,34324,3753,16774,811,0.10934040321640834,0.48869595618226314,0.023627782309754108,0.18062591225208208,0.09604404567699837,0.12105048510346011,0.17990684296385334,0.4223727140036061,0.18062978942623478,0.410962285616159,0.027346684697447787,0.3810612402601584,0.008703958100798489,0.0018245041641624454,0.006450158839186057,0.9808319738988581,0.0021894049969949344,yes,yes
E14001212,East Grinstead and Uckfield,South East,Con,75385,50393,19319,10440,10839,0.3833667374436926,0.20717163098049332,0.21508939733693172,0.18039285415446407,0.08307882185591164,0.10052506066437955,0.1879549828466237,0.44804828047862105,0.18039285415446407,0.4972596435444733,0.018910551418291358,0.30343695088277134,0.022843276713245753,0.007007781775583633,0.023000167350012552,0.9412810643460798,0.005867709815078236,yes,yes
E14001213,East Ham,London,Lab,79219,37892,3876,19570,1210,0.10229072099651641,0.5164678560118231,0.031932861817797954,0.244163773037738,0.13119395581333232,0.16384935322623725,0.2368451177166406,0.22394780020605182,0.244163773037738,0.4073797077116801,0.04519403212882055,0.30326248712176135,0.5884655890837492,0.12781415510478197,0.032403803592960606,0.2027870628997054,0.048529389318802754,no,no
E14001214,East Hampshire,South East,Con,70659,50006,18509,4867,17234,0.3701355837299524,0.09732832060152782,0.3446386433627965,0.16968796433878158,0.08442023003687193,0.09571294920477684,0.17812998734246877,0.47204886907710086,0.1696860966804614,0.4835784097913181,0.01872193360922779,0.32801355991899267,0.015519063132869595,0.004259487540723783,0.015353966716562473,0.9604759179360747,0.004391564673769482,yes,yes
E14001215,East Surrey,South East,Con,73307,49196,17502,10052,8833,0.35576063094560534,0.20432555492316448,0.17954711765184161,0.19776130691272123,0.08737961982554329,0.10653960570765895,0.1990621691120859,0.4092572984419906,0.19776130691272123,0.4865527151716836,0.02187263651489941,0.2938133414006958,0.04026622296173045,0.02473655019412091,0.039066202793324255,0.8864014521252458,0.009529571925578581,yes,no
E14001216,East Thanet,South East,Lab,74927,42713,10083,17054,1365,0.23606396179149206,0.39926954323039826,0.03195748367007702,0.18698250756609627,0.09150693796752765,0.11953480404286503,0.18092963054609132,0.42104611987741974,0.18698250756609627,0.41967565715590915,0.031301749243390374,0.3620400860346042,0.025657619247021205,0.012162625147512277,0.026266702196505388,0.9220659332292817,0.01384712017967947,yes,yes
E14001217,East Wiltshire,South West,Con,74139,47193,16849,12133,8204,0.3570232873519378,0.25709321297650073,0.17383934058017078,0.1976455703709561,0.09891174348380465,0.13093673088137905,0.18624902392978224,0.38625693133407796,0.19764947760677679,0.505273354486058,0.017851318091510245,0.279225849815655,0.028388142612855716,0.02240804989670749,0.019403176862477636,0.9185817790034497,0.011218851624509484,no,yes
E14001218,East Worthing and Shoreham,South East,Lab,74738,49078,12601,22120,3180,0.2567545539753046,0.450711112922287,0.06479481641468683,0.17925399502128,0.08534088171524934,0.10720308359431463,0.19884766722878022,0.42935437244037583,0.17925579434467945,0.4768477158889012,0.023900103389779468,0.3199963863766399,0.02932053842988065,0.008582355480160203,0.025225098621804203,0.9264728024652942,0.010399205002860784,yes,yes
E14001219,Eastbourne,South East,LD,72590,45605,11538,2689,23742,0.25299857471768444,0.05896283302269488,0.5206008113145488,0.16826308439706547,0.09326750978502449,0.11546328894833113,0.17762523847924,0.4453808783903389,0.16826308439706547,0.43104262140314303,0.028774855929036447,0.3719194382707551,0.0349029326724494,0.012873468263802836,0.027526995928482918,0.9081548356641294,0.0165417674711355,yes,yes
E14001220,Eastleigh,South East,LD,69965,46420,14424,7005,15970,0.3107281344248169,0.1509047824213701,0.34403274450667815,0.18944139213716144,0.08648481091134531,0.1263975885584796,0.20019454005173482,0.39748166834127885,0.18943531750697437,0.507604989471659,0.019720598138033497,0.28323909488333315,0.04984287149667572,0.01028283130598371,0.021784210188767986,0.9085768646984629,0.009513222310109669,no,yes
E14001221,Edmonton and Winchmore Hill,London,Lab,75792,41045,7888,20520,2721,0.19217931538555244,0.4999390912413205,0.06629309294676575,0.22257270834647655,0.11456690429625892,0.1322314049586777,0.2071793577692259,0.32344962462936094,0.22257270834647655,0.4196974954261561,0.03771844047694152,0.32001135575042583,0.11997665762412466,0.22857390700902153,0.05411330515424894,0.45969497192606146,0.13764115828654344,no,no
E14001222,Ellesmere Port and Bromborough,North West,Lab,70799,41964,5210,24186,2328,0.124154036793442,0.5763511581355447,0.05547612239062053,0.18669791787099418,0.09195631838390633,0.1392955866432633,0.1862880085765637,0.39576216852527246,0.18669988017910072,0.4719787265350739,0.023375585966239936,0.31794580731958544,0.01782579906036177,0.0043303238283426,0.013348328305813355,0.9596081687565033,0.004887380048978905,no,yes
E14001223,Eltham and Chislehurst,London,Lab,73979,45566,11640,20069,2423,0.2554536277048677,0.44043804591142516,0.05317561339595312,0.2055062488679587,0.09809817062126426,0.13448650606774135,0.22374569824307192,0.3381633761999638,0.20550066562219826,0.471242404209268,0.0341323818407397,0.28912454832779405,0.09431262452454266,0.10839521825756204,0.05027168991124796,0.7133671436333997,0.0336533236732476,no,no
E14001224,Ely and East Cambridgeshire,East of England,LD,79112,52369,16632,9160,17127,0.3175924688269778,0.17491263915675304,0.3270446256373045,0.18477467312670073,0.07991921796926112,0.12004475248651263,0.2066009917606121,0.4086603646569134,0.18477467312670073,0.512766784552807,0.016839071196275684,0.2856194711242166,0.024784533844067924,0.0087039793683452,0.02274602015758185,0.93622770671950994,0.007537759910495027,yes,yes
E14001225,Enfield North,London,Lab,78770,43492,8632,21368,2517,0.1984732824427481,0.4913087464361262,0.05787271222293755,0.23671649290290164,0.11257222710714734,0.13223841225976637,0.21540949629443537,0.3030633714357493,0.23671649290290164,0.42463258384625047,0.03681227232759703,0.30183865092325085,0.09532407988946112,0.20262843863836202,0.0635598542896621,0.5240861700791358,0.11440145710337897,no,no
E14001226,Epping Forest,East of England,Con,72229,41753,18038,12356,5268,0.43201686106387566,0.29593083131751013,0.12617057456949202,0.1897322951282976,0.09208384902497735,0.12602691666747878,0.20789763480260787,0.3842593043766384,0.1897322951282976,0.4887100075039225,0.027209028095855303,0.2943486692719246,0.08727049467898491,0.03496667056484622,0.040287685650801076,0.8118056367676295,0.025669512337738277,no,no
E14001227,Epsom and Ewell,South East,LD,76513,54525,16988,8325,20674,0.3115635029802843,0.15268225584594222,0.3791655204034846,0.19793617534165292,0.09177807858480595,0.10877264551539988,0.21621020230302807,0.3853028982551132,0.19793434020341372,0.49067764396109737,0.02185260386245005,0.2895354119730389,0.09783233510727067,0.017819725935952827,0.04097053533349404,0.8189100483969664,0.024467355226316084,no,no
E14001228,Erewash,East Midlands,Lab,71501,43006,11365,17224,2426,0.2642654513323722,0.4005022554992327,0.05641073338603916,0.17445073707879336,0.09290450022590441,0.1363201748395028,0.18695428325260316,0.4093703046031963,0.17445073707879336,0.490517268553056,0.023126306830718795,0.3119056875374318,0.017011127105376524,0.008258644783709666,0.018923434167253318,0.9518350792766856,0.0039717146669748776,yes,yes
E14001229,Erith and Thamesmead,London,Lab,78740,40379,5564,22246,1872,0.13779439807820898,0.5509299388295896,0.04636073206369647,0.2325200601619631,0.10745430432173314,0.1521979121131519,0.2264594091976676,0.28136831420548425,0.23251833740831296,0.4553456323627473,0.04450618655997629,0.2676298436689635,0.13613934742020567,0.3058560293986901,0.05452241946477788,0.46156239812701894,0.04191980558930741,no,no
E14001230,Esher and Walton,South East,LD,74042,53880,16312,2846,28315,0.30274684484038605,0.05282108389012621,0.5255196733481812,0.21901292140289516,0.07708151170698534,0.09970853978431944,0.2318954629359759,0.37230156416982413,0.21901292140289516,0.4909258719518119,0.021956669581268823,0.2681045370640241,0.06586029340328378,0.011979014864471,0.041047313708345474,0.8617215583406198,0.0193918196832799,no,no
E14001231,Exeter,South West,Lab,67840,40195,6288,18225,4201,0.15643736783181988,0.4534146038064436,0.10451548700087075,0.13559038703587162,0.23957677784770295,0.13737020138451855,0.16982968848332283,0.31763294524858404,0.13559038703587162,0.4441669288860919,0.029627517306482064,0.39061516677155445,0.05335509754562618,0.009715229704216488,0.027120044052863435,0.8941551290119572,0.01565449968533669,no,no
E14001232,Exmouth and Exeter East,South West,Con,79983,51316,14728,14607,11387,0.2870060020266583,0.2846480629823057,0.2218996024631694,0.17548810631761186,0.08627297927487065,0.11990753249872407,0.18232309585997777,0.43600828604881564,0.17548283798659062,0.4756329430601421,0.017222055438807164,0.3316621635144601,0.01621134794356049,0.003482437706394476,0.014029820874612228,0.9614330031021715,0.0048433903732612825,yes,yes
E14001233,Fareham and Waterlooville,South East,Con,76947,50123,17561,11482,9533,0.3503581190271931,0.22907647187917723,0.19019212736667798,0.16290014067544453,0.08373731137851816,0.11679098057869222,0.17357730571101823,0.46299426165632684,0.16290014067544453,0.4813225515894301,0.019492151524658684,0.3362851562104667,0.01871287028509549,0.0058294284933558685,0.013652602495724074,0.9575443532471738,0.00426074547865073,yes,yes
E14001234,Farnham and Bordon,South East,Con,75920,53015,18951,7328,17602,0.3574648684334622,0.13822503065170236,0.33201923983778175,0.18938879795600622,0.09293784183001318,0.1005728771607649,0.19611561339774042,0.42098486965547527,0.18938879795600622,0.4864864864864865,0.019791209229909377,0.3043335063275979,0.031578106910455504,0.007255778673799353,0.020719389995608607,0.9339893808136054,0.0064573436065311985,yes,yes
E14001235,Faversham and Mid Kent,South East,Con,74301,46594,14816,13347,4158,0.31798085590419367,0.2864531913980341,0.08923895780572606,0.19428098472843258,0.08592653901668466,0.11776165050013626,0.1876293238319219,0.4144015019228246,0.19428294573643412,0.47377664728682173,0.02064155361757106,0.3112988533591731,0.0219234496124031,0.015564437984496124,0.01850169573643411,0.9369145671834626,0.007095849483204134,yes,yes
E14001236,Feltham and Heston,London,Lab,76982,38887,8195,16139,1821,0.2107388073134981,0.4150230154036053,0.046827988788026846,0.21616486297717663,0.10852177570163646,0.1536352917320676,0.23940880040254445,0.28226926918657486,0.21616486297717663,0.4611086494483789,0.043611484532830654,0.2791150030416138,0.4363176195804826,0.07639332196796167,0.038354374291228885,0.3735702537682215,0.07536443039210532,no,no
E14001237,Filton and Bradley Stoke,South West,Lab,77582,50367,12905,22905,3596,0.2562193499712113,0.45476204657811664,0.07139595369984315,0.19085903801902349,0.1371144297146477,0.15260711191436638,0.20541079363896367,0.3140086267129988,0.19085903801902349,0.5199877027417297,0.023672222170466085,0.2654810370687808,0.07346680206072237,0.025926719520034284,0.03279268872099198,0.8523583719175338,0.015455417780717526,no,no
E14001238,Finchley and Golders Green,London,Lab,77500,49289,17276,21857,3375,0.3505041692872649,0.4434457992655562,0.06847369595650145,0.2064159081538803,0.09309885509498589,0.15112904760394533,0.2281009165583077,0.32125527258888076,0.20641099843808225,0.4768209820260531,0.03460004598539567,0.28216797355046896,0.17175545283721963,0.0588216638784717,0.05259777842967802,0.6050805933701745,0.11174451148445615,no,no
E14001239,Folkestone and Hythe,South East,Lab,70056,43246,11291,15020,1736,0.2610877306571706,0.3473153586458863,0.04014244091939139,0.16454869164679364,0.08580793396709244,0.11234523537290517,0.17009136149314516,0.4672067775200636,0.16454869164679364,0.43008504568074657,0.028083586510295862,0.37728267616216393,0.04295841364215478,0.0067731643309050125,0.019818583733516273,0.9194080559276078,0.01104178236581621,yes,yes
E14001240,Forest of Dean,South West,Lab,72857,48091,16095,16373,2604,0.3346780062797613,0.34045871368863195,0.05414734565719157,0.16055045871559634,0.0935998252512014,0.10467453036260375,0.16195937090432502,0.4792158147662735,0.16055045871559634,0.4599716033202272,0.020074268239405856,0.35940366972477067,0.007361212743416957,0.0029160887277334237,0.010954445670099715,0.9747927611100796,0.003975491748670286,yes,yes
E14001241,Frome and East Somerset,South West,LD,71593,46716,11165,6416,16580,0.23899734566315609,0.13734052572994263,0.35491052316122956,0.1848371063312569,0.08940160180582987,0.11054196601046166,0.18027912226249648,0.43494020358995505,0.1848371063312569,0.49061272328695765,0.018188526902958347,0.3063616434788271,0.010190350096585853,0.0035270114817789163,0.015073904455972044,0.9682134872919064,0.002995246673756864,yes,yes
E14001242,Fylde,North West,Con,77100,47960,15917,15356,2120,0.33188073394495415,0.3201834862385321,0.04420350291909925,0.1490402592546429,0.07516930491503594,0.09971332419294528,0.1641218995388259,0.51195521209855,0.1490402592546429,0.4416988657609373,0.019547966263658647,0.38971290872076114,0.014614082283411406,0.0039053979662847823,0.01404281396387507,0.9631064532546714,0.0043312525317573255,yes,yes
E14001243,Gainsborough,East Midlands,Con,75836,46685,16636,13104,5001,0.3563457213237657,0.28068972903502193,0.10712220199207455,0.16852858028648598,0.08099586980967495,0.10388532153479134,0.16674198396267065,0.4798482444063771,0.16852858028648598,0.4428236629428394,0.021239477473122235,0.3674082792975524,0.011938667199142433,0.0034996269166500268,0.011360650741437474,0.9696068437148593,0.003594211427910838,yes,yes
E14001244,Gateshead Central and Whickham,North East,Lab,69827,40217,4628,18245,4987,0.11507571425019271,0.45366387348633663,0.12400228758982519,0.1769748928352725,0.10156154317207593,0.14350887936313533,0.1913247601551337,0.38662992447438255,0.1769748928352725,0.4501122678097571,0.03320065319452949,0.3397121861604409,0.03463972239232496,0.016238007756685036,0.014707083078179221,0.9113696672790366,0.02304551949377424,no,yes
E14001245,Gedling,East Midlands,Lab,77006,48722,11397,23278,2473,0.23391896884364352,0.4777718484462871,0.05075735807232872,0.1785696619542743,0.08474391824378469,0.12638379121694482,0.19190550152847716,0.41839712705651905,0.1785696619542743,0.48121803306259336,0.022180231695373018,0.31803207328775934,0.04183773409443911,0.025187720738813427,0.03760350609906906,0.8861210316478864,0.009250007419792048,yes,no
E14001246,Gillingham and Rainham,South East,Lab,73523,41140,11590,15562,2248,0.2817209528439475,0.3782693242586291,0.054642683519688866,0.19781454947074176,0.10685836599454615,0.13193826786429877,0.19233137528955266,0.3710574413808607,0.19781454947074176,0.4684546440823747,0.02841281166616168,0.3053179947807219,0.06334483398981557,0.053179947807219026,0.028520324885400683,0.8414766451966026,0.013478248120962145,no,no
